partner_id,zone,avg_weekly_earnings,historical_claim_rate,forecast_rain_prob,forecast_heat_prob,historical_disruption_frequency,target_premium
P0040,Zone_C,3184.32,0.08424229865488216,0.08468834187530683,0.15987976336644139,0.262010522400371,50.01
P0041,Zone_C,2017.54,0.015873171280429078,0.4666931208844084,0.6912466637859893,0.2322153605674867,55.85
P0042,Zone_C,2843.03,0.14558842886321371,0.4821320989198419,0.1675665393045065,0.07384981932830266,59.41
P0043,Zone_B,3029.21,0.12181998683164043,0.8409087104029072,0.31030848210454753,0.1571755052466084,87.61
P0044,Zone_D,1620.63,0.05099508513813506,0.22123869644606398,0.503345130606154,0.05729244091131612,32.81
P0045,Zone_D,1908.37,0.1471958461102391,0.3809912736683999,0.7964405615234773,0.17022253665075227,52.68
P0046,Zone_D,1480.38,0.09426342254908508,0.8084057388936909,0.7394692332387273,0.215608502925267,50.2
P0047,Zone_D,2365.3,0.0915391721490145,0.8236236107489735,0.6455343564105223,0.07962565589953789,75.52
P0048,Zone_C,2858.77,0.11473024512013448,0.3846110759787682,0.15577326058017016,0.12222123472729142,55.63
P0049,Zone_B,3251.18,0.12364777033261924,0.4591240232866809,0.5470453456155777,0.14945915637553925,83.23
P0050,Zone_B,2537.05,0.10190700502641035,0.3032858908492829,0.08744650179988545,0.2798827561640124,47.06
P0051,Zone_C,3314.31,0.027933404491268,0.9325548784193121,0.37736317679665077,0.298313753855741,105.88
P0052,Zone_B,1809.95,0.05735745083922977,0.11864376574158031,0.41351653028995916,0.06122782474890397,31.82
P0053,Zone_C,1648.31,0.13993170964564697,0.93374942300147,0.03981143944575383,0.24025198087384803,45.99
P0054,Zone_D,2472.23,0.04144618565813927,0.6838664518353432,0.2739880994699718,0.14293101660058583,63.14
P0055,Zone_C,2692.03,0.06210338333725186,0.5315721526867312,0.9556494672664894,0.14811454655737,84.55
P0056,Zone_D,2483.65,0.07049076361218744,0.032659060784495875,0.9536326078296895,0.2385662433367557,60.0
P0057,Zone_D,1466.28,0.0715166985572233,0.4755961918220083,0.3523270542525393,0.2796066080363522,35.72
P0058,Zone_A,2455.44,0.09581154154923356,0.4077481050027323,0.043100108948324056,0.2877321486256371,48.44
P0059,Zone_C,1847.77,0.14203061728425906,0.16121881197512256,0.17909493932818155,0.1942806465095802,31.14
P0060,Zone_A,2834.84,0.04369697965655069,0.6564096035006569,0.39221779343354013,0.1392802898251257,75.12
P0061,Zone_C,2683.3,0.02701019268212853,0.9711509073682858,0.9477796979692298,0.2468872714646948,104.64
P0062,Zone_C,2030.06,0.03764586858039122,0.5621888110645251,0.14119906353718492,0.11275034581557507,44.14
P0063,Zone_A,2243.07,0.1341694860292977,0.7147532764439458,0.7635158436682122,0.19101850720837943,73.27
P0064,Zone_A,1970.39,0.10041351377172883,0.06845045256601678,0.10868253937469208,0.1396446153812183,27.42
P0065,Zone_C,2468.66,0.050026950493482415,0.41766699581699473,0.9812575773912768,0.21415776842696904,74.98
P0066,Zone_B,2977.57,0.1242325714556064,0.11635848516449587,0.381616499109135,0.11009972822337673,53.06
P0067,Zone_D,2007.14,0.13059179949088104,0.6127958355365104,0.775234538899056,0.09789823643370645,61.04
P0068,Zone_A,2752.02,0.1285120074166389,0.9384821582141546,0.3425910828111318,0.27955977166885926,87.73
P0069,Zone_D,2234.87,0.13864971470953763,0.6617777324716385,0.6276688771588087,0.07545092073738423,65.43
P0070,Zone_B,2103.56,0.04531374282427062,0.07680304831442153,0.19201608474003673,0.1764894769337329,31.82
P0071,Zone_B,2446.48,0.11570587002447895,0.35466620498508283,0.14602101929696254,0.10521319574075223,45.83
P0072,Zone_B,1982.38,0.0744755296183796,0.5506633794408515,0.9380641395681313,0.059732490831416865,61.14
P0073,Zone_A,2223.18,0.12787979740460861,0.4032077561332522,0.9176472779044335,0.0590047045728566,63.24
P0074,Zone_B,1901.06,0.11198869480262583,0.8336440104751723,0.8874689402128824,0.09380544302645684,66.89
P0075,Zone_A,3482.36,0.11870264250996143,0.8146710047099892,0.6254334501665935,0.2666925886265001,115.43
P0076,Zone_B,2517.63,0.10186265727535,0.6118310201032214,0.8082682112162782,0.12061968599425667,77.7
P0077,Zone_D,2150.14,0.03484002772575896,0.37345794513270525,0.06903693691137491,0.28761479264382395,41.38
P0078,Zone_D,2606.99,0.08630376864557135,0.25533637376324414,0.33478904189067915,0.1954055732472984,52.17
P0079,Zone_C,2443.84,0.14785376353343113,0.10587431821312931,0.3137031247571562,0.1591535474421915,42.33
P0080,Zone_D,2389.52,0.14123432930959665,0.35489768348655404,0.6356453219526133,0.19502220866736364,60.77
P0081,Zone_C,2807.08,0.016044323011581634,0.4131725172077195,0.3559577734706405,0.17917459630656696,62.82
P0082,Zone_D,2878.75,0.0330740742021212,0.6758229251040736,0.1485067816436808,0.2396940634393313,70.95
P0083,Zone_A,2234.75,0.028442028283638662,0.6581598242975735,0.5964670754135437,0.12062401649321307,64.29
P0084,Zone_D,2212.09,0.11163718739794136,0.07010813964125695,0.8143839206690815,0.1382625979000756,49.65
P0085,Zone_C,2362.47,0.12448994617997229,0.3952593154311578,0.3821234944599732,0.2735235756333127,55.74
P0086,Zone_C,1349.04,0.039891591283494066,0.18177886721736192,0.1322687150984817,0.28661412828760136,22.86
P0087,Zone_B,1742.4,0.08081937701325605,0.1568127053168057,0.19668819731282305,0.2731395568716186,30.28
P0088,Zone_A,3183.44,0.127698423921568,0.8273021497372459,0.23748330516938398,0.1548619984893284,88.62
P0089,Zone_D,3322.48,0.11259221626727507,0.04191521671625753,0.2998975929945362,0.2450913757517204,55.42
P0090,Zone_B,2375.48,0.08591320876885875,0.41918287590212133,0.6427950705063091,0.16908393332527472,62.04
P0091,Zone_D,2788.28,0.09264867666422819,0.1682036557665182,0.600945484537719,0.17438496303652556,60.42
P0092,Zone_D,2655.63,0.08117047656827918,0.879330215678474,0.6960798615670392,0.10117002726432099,89.11
P0093,Zone_B,4039.44,0.051656783184634875,0.5570405132750351,0.36250198453151317,0.1977825758146291,101.19
P0094,Zone_B,3059.79,0.08910307900026224,0.23138063637684803,0.8239976518799783,0.09653397443833699,75.63
P0095,Zone_B,2436.04,0.10644394228701268,0.5024272871663764,0.20408766115576027,0.13289117476679846,53.54
P0096,Zone_B,2022.23,0.13226520822051308,0.7314863597031158,0.46904074751815394,0.2637575504049838,60.61
P0097,Zone_B,1696.78,0.09908078955709472,0.9581180089194338,0.8009387215414303,0.10176895230271381,61.34
P0098,Zone_D,2601.73,0.1165570151860421,0.22044600424541894,0.18015864773261925,0.0677895712933582,43.44
P0099,Zone_B,2121.82,0.03241002889364022,0.8861817721293451,0.10986311374078295,0.06725189815320408,55.52
P0100,Zone_A,1788.87,0.07461804641877057,0.9343041141674903,0.8836839676879897,0.285196130125777,68.22
P0101,Zone_C,2176.71,0.011306426775793061,0.9164205445320662,0.3429296627591959,0.17673010949045864,65.82
P0102,Zone_B,1959.23,0.044535041033027224,0.6354143568619098,0.683870124909032,0.1523530179542546,58.33
P0103,Zone_B,3343.57,0.11170464011582067,0.6298206544347077,0.02534860426393848,0.2527196452519796,76.4
P0104,Zone_D,2940.82,0.1488533931889109,0.4032106331838228,0.6900468884094496,0.258956481977629,80.58
P0105,Zone_B,2496.01,0.023884933942210224,0.7523978823037879,0.3161013115469705,0.13304775827890114,67.37
P0106,Zone_B,3239.97,0.06620920422058035,0.5312940183509319,0.05574085358744174,0.22340451436844883,68.76
P0107,Zone_B,2538.68,0.12200993561788231,0.6774380712282945,0.609812761548117,0.24278070396297163,77.65
P0108,Zone_D,2069.36,0.038564988848045836,0.42845790384879545,0.24080381607317325,0.21366267171648862,44.72
P0109,Zone_B,3261.56,0.08771189290232007,0.7314964640431391,0.38680724205188,0.08789876870002485,89.37
P0110,Zone_C,2769.46,0.11262998144415445,0.8244715176045491,0.08058081228651359,0.26897077087926424,74.11
P0111,Zone_D,1981.38,0.09623796303642505,0.14643625660281612,0.14716325109494532,0.18477363818400216,31.65
P0112,Zone_C,2404.83,0.036323462846158255,0.832929715574228,0.29797723549584376,0.12061810659250093,67.37
P0113,Zone_D,2062.19,0.059753839616003515,0.5402965317903072,0.08975950056015713,0.1563070463594235,43.74
P0114,Zone_B,1808.6,0.1197308498279556,0.8446659090902243,0.9108262646863152,0.05939277259972685,64.02
P0115,Zone_C,2963.09,0.08759171197848231,0.4313017063410146,0.006047043183978418,0.08196670030560439,53.27
P0116,Zone_D,3454.71,0.010732145896007784,0.37904048538303503,0.4838602188643114,0.2413866876289652,82.38
P0117,Zone_A,1800.72,0.11653870640393313,0.9150607325172224,0.12324745813255145,0.05000290868884154,48.59
P0118,Zone_B,2781.48,0.01494358969163347,0.2511692675484013,0.30767908947794853,0.15414145712057303,52.86
P0119,Zone_D,2174.68,0.11440272958237248,0.8442123252861431,0.9260595598182655,0.18062754527139713,79.43
P0120,Zone_A,2256.44,0.038347278423133235,0.4840205725094041,0.16169455327398685,0.06365860500024308,45.91
P0121,Zone_D,2203.8,0.14413028721671323,0.5140954425512597,0.9658323197183326,0.2932695407430832,72.15
P0122,Zone_A,2068.0,0.06151170518229182,0.308468281489484,0.2057943769894217,0.10653133281241799,38.26
P0123,Zone_B,2524.26,0.055770426287331074,0.5730422006190157,0.7415661084668296,0.12604967990907023,73.96
P0124,Zone_C,2084.52,0.030844327046542254,0.3252111962762113,0.5466772648973117,0.12598562806375685,47.72
P0125,Zone_A,2635.23,0.05278459016863008,0.03926941424165231,0.8844787275967592,0.10760416552933748,58.8
P0126,Zone_D,2474.88,0.13273110665594806,0.27199860534435605,0.5539932555031309,0.05036845552157786,54.28
P0127,Zone_B,2380.53,0.14948680726781463,0.006379043406590679,0.5345592191563087,0.2323361985219991,45.17
P0128,Zone_A,2046.22,0.06156333427095877,0.9783547870568566,0.1954580003683999,0.29171137494982136,62.57
P0129,Zone_D,2211.61,0.07280548833363595,0.9657472098197475,0.16622936205165872,0.10607337082126127,63.22
P0130,Zone_D,2877.7,0.11108993134838317,0.39515529747230504,0.9164891511155142,0.2157617979508556,84.87
P0131,Zone_D,2750.46,0.13406740926511043,0.728370854339646,0.32783819885003407,0.23547408173967876,77.04
P0132,Zone_A,2011.22,0.09302620678614977,0.345806098410425,0.37208225496289593,0.2621063447726312,45.19
P0133,Zone_A,2549.67,0.0648135977448961,0.671093157085976,0.7598236584283884,0.15565729925340227,79.96
P0134,Zone_A,2875.69,0.06776705771880731,0.8054300430459791,0.33882348242280735,0.1257327264101073,81.18
P0135,Zone_C,1665.3,0.10738654050955294,0.9467562446922407,0.9520624466390027,0.1313237835057578,63.37
P0136,Zone_A,2771.68,0.010450556904599015,0.400212275849672,0.7379277689988003,0.22815533327462822,75.18
P0137,Zone_A,2168.69,0.09674250724437768,0.7832979829560477,0.59742924257342,0.254194866626409,69.66
P0138,Zone_A,2785.3,0.059769021461790035,0.2659284506321188,0.8808951605447525,0.09540349193915067,71.94
P0139,Zone_C,2118.37,0.12118762637879178,0.9903323037936483,0.04960590834948275,0.14273525203944132,59.46
P0140,Zone_A,1597.56,0.0230186895752385,0.025769598764351143,0.25706269218920874,0.2754850491872875,25.23
P0141,Zone_D,1686.23,0.09234831737277466,0.603528806501121,0.46503633422090995,0.2516733799236848,46.57
P0142,Zone_A,2524.04,0.07733620458405731,0.6595059816513271,0.22697853947152102,0.29621460069061895,65.51
P0143,Zone_D,2629.86,0.09992557362673182,0.6880455570741288,0.7439051873021519,0.23856206492052018,84.8
P0144,Zone_D,2047.84,0.01907950322761557,0.12038757878908901,0.9192080310537252,0.14829880025698056,49.6
P0145,Zone_D,2819.3,0.09119773023993837,0.9385297834731304,0.4237701199309234,0.19765945849865946,90.35
P0146,Zone_C,1669.24,0.0886078423143333,0.1811832790500828,0.34213260011189495,0.21525356356183006,31.85
P0147,Zone_C,2466.96,0.08849241321826391,0.6227534032398411,0.9615507321375663,0.06961395407928099,79.96
P0148,Zone_C,1894.49,0.09448827332350367,0.22267607912308496,0.44485243282754083,0.18612423977596626,39.34
P0149,Zone_A,2174.08,0.1047055112116907,0.3072164170212709,0.4890484004492832,0.22733020711815238,50.05
P0150,Zone_D,2523.7,0.12269845995530775,0.5464585417281244,0.35164987234190537,0.0918303260002651,61.04
P0151,Zone_C,2069.79,0.04777490081795001,0.4171934185645765,0.9095484730121384,0.2451579293563893,61.56
P0152,Zone_C,2307.72,0.12550691742520867,0.1602256009765063,0.5689554832818507,0.19594319512852792,49.53
P0153,Zone_A,3003.15,0.0797557955168835,0.1709364024208483,0.7621745871816447,0.2880554464243987,73.59
P0154,Zone_C,2211.55,0.020788159078806365,0.41814478816279965,0.8118067183508864,0.06060557455172293,59.71
P0155,Zone_A,2917.85,0.018197130094157087,0.7572829782755007,0.3418490419172582,0.11633153438886674,79.43
P0156,Zone_B,1935.15,0.05679336461744851,0.8979646468477885,0.43369433132038004,0.200388469824956,60.77
P0157,Zone_C,2764.9,0.11988557679560544,0.08412766225938284,0.8484717744062646,0.12413997805148268,63.59
P0158,Zone_B,3220.78,0.10907533086372818,0.39310390755940106,0.36325535167581025,0.22860604101781057,73.8
P0159,Zone_A,1264.18,0.12040609505413688,0.10024556372287663,0.7939351334518513,0.23975132063048277,29.75
P0160,Zone_D,2101.55,0.0824176679018253,0.016592480632597884,0.9409923225744371,0.07562899101661862,47.27
P0161,Zone_C,2788.54,0.07162785971376867,0.6617186826439566,0.623210373068007,0.17846361605169192,83.04
P0162,Zone_A,2398.48,0.030643353738879754,0.6024494419665878,0.7416272874518889,0.17722263889776396,72.14
P0163,Zone_D,2685.57,0.055946985505303616,0.1630191138148862,0.8050973120411349,0.14232019255388528,63.46
P0164,Zone_D,2198.01,0.07076271126434253,0.2338128330930641,0.8450396488966425,0.28323121564241804,58.09
P0165,Zone_B,2543.29,0.022404060155146413,0.02370775364451838,0.39505333785679597,0.2568765799683053,43.91
P0166,Zone_A,2422.16,0.040885673379569575,0.8349472056944037,0.05126345917599817,0.22430234547740918,62.81
P0167,Zone_D,3083.89,0.09375154116892342,0.9746905960485515,0.4018762712367395,0.22858165893374938,100.6
P0168,Zone_C,2627.21,0.11299283599348656,0.1354595367946908,0.6737562297840898,0.1654290359532798,57.87
P0169,Zone_C,2668.8,0.14976865159501293,0.23147521376529812,0.4503503857807928,0.280248630274144,58.58
P0170,Zone_B,2294.06,0.14063586638809808,0.868409523946934,0.7489631508603986,0.22364885681332136,80.83
P0171,Zone_D,2256.2,0.0999591279349268,0.9264637979561848,0.3569824294686639,0.23224526541395413,70.77
P0172,Zone_A,2283.72,0.06897472746117007,0.41962738280681033,0.6347441411040295,0.2654227259468363,61.04
P0173,Zone_C,2697.23,0.09906483105915256,0.050622472269074126,0.18641980485397458,0.11851789733554775,38.82
P0174,Zone_D,2289.51,0.11999122653123247,0.0393918336928194,0.7493694366449569,0.25176772596667574,50.64
P0175,Zone_D,2644.89,0.026567066729274225,0.5739498660690104,0.5456959688130258,0.09881015073912301,70.43
P0176,Zone_B,3537.7,0.06738668455748034,0.392895108893179,0.20406438854660058,0.13633548806122198,71.09
P0177,Zone_C,2935.56,0.1275723199889864,0.028652427577654516,0.29191117349780726,0.1339026135674607,45.63
P0178,Zone_C,2336.99,0.06373661327062616,0.5832523923125568,0.7486087085818324,0.29463136709728516,72.28
P0179,Zone_A,3100.61,0.0900621179718061,0.011302536589022472,0.4826012356615207,0.26413430593698173,57.19
P0180,Zone_C,2295.96,0.09228771052070774,0.787371958149273,0.2160314403930722,0.22529246539756492,62.82
P0181,Zone_A,1480.94,0.03582667543870951,0.3064328227033716,0.9672711903702976,0.23176419040384755,42.22
P0182,Zone_C,1995.96,0.06071296183132037,0.0402580030092321,0.7151250198168879,0.19051819860064279,41.9
P0183,Zone_B,1564.6,0.0568315804238705,0.5883522209831533,0.9571348325397961,0.28677266677712976,52.29
P0184,Zone_C,2324.24,0.01366753919448907,0.3976844144330547,0.4271050453603432,0.1740646882205904,53.31
P0185,Zone_A,2509.21,0.013386846944789733,0.9738004133571495,0.47510034069172047,0.14512942746747365,81.54
P0186,Zone_A,3338.22,0.12643758611460829,0.5441986625037022,0.8979552161850192,0.09075883423289775,102.53
P0187,Zone_B,2663.46,0.04822991339619374,0.2752391810370083,0.5250493402453846,0.2465514130652645,60.91
P0188,Zone_C,2390.45,0.08253102727343414,0.7094388646339748,0.7072789119056672,0.23361098301889788,76.58
P0189,Zone_C,2914.7,0.05182158030242823,0.27149200254271133,0.25217287749552997,0.14608875963103374,54.64
P0190,Zone_B,1394.43,0.14169509431614766,0.9042432914075651,0.44672646870264054,0.05629835348980734,43.01
P0191,Zone_C,2617.81,0.04630154624120832,0.37472197050737643,0.12344986581035511,0.25974933192950267,51.68
P0192,Zone_C,2885.43,0.0701519537834509,0.5498685627762052,0.20598003587696168,0.05285449586351841,63.4
P0193,Zone_A,1760.71,0.13218223506784424,0.05057310382422886,0.000943415267631087,0.22592494490726273,23.16
P0194,Zone_C,3071.88,0.1278706993508532,0.4261212379522308,0.03926505164866023,0.29256427743151425,61.87
P0195,Zone_C,2669.25,0.03605419849847882,0.832363539660995,0.9772838231769293,0.15941533203705088,97.33
P0196,Zone_B,2292.36,0.12237006337139944,0.8056488053633419,0.2423536951367623,0.1087433512489882,62.26
P0197,Zone_B,2816.39,0.07414616414330497,0.22431855885352625,0.663310709504002,0.22621775251084542,66.62
P0198,Zone_D,3635.35,0.07761564209194972,0.22607907101056268,0.8390996987996115,0.2542820355038963,94.63
P0199,Zone_A,2590.93,0.028687196138232125,0.8173053122132368,0.5506604592365643,0.18660757901946184,81.08
P0200,Zone_C,2624.11,0.02128421192599745,0.9303984201693255,0.1531445000839562,0.29175881881403654,76.48
P0201,Zone_C,2270.32,0.11191150297632711,0.09536092127300355,0.7281164373361664,0.06291718041449028,48.16
P0202,Zone_D,2075.08,0.07950456132974196,0.45005863942622526,0.600251410099583,0.17619889957613205,54.23
P0203,Zone_C,2915.17,0.07115909836612513,0.33745427896422897,0.7312505893473751,0.22961348683063754,76.66
P0204,Zone_A,2071.96,0.11213115201133553,0.8706884554574393,0.7697466228570872,0.26566011778729476,74.06
P0205,Zone_D,2535.78,0.11717180585875535,0.08352491468001877,0.9754103676847451,0.09481390297694751,61.54
P0206,Zone_A,2261.17,0.032247143473709494,0.2111259425580374,0.57356328002671,0.25000087044092034,50.63
P0207,Zone_D,2739.49,0.09543152092686977,0.7524683375864943,0.3416411126906018,0.1881767689296363,76.78
P0208,Zone_D,2666.83,0.02894957151887597,0.051293848981215584,0.6484645569002371,0.14913842049749082,53.1
P0209,Zone_B,3018.77,0.11519251204406637,0.49253538071428926,0.06844070924262613,0.0829287571447734,59.85
P0210,Zone_A,2244.99,0.10197372187739952,0.44210703467972,0.8973973183215863,0.2663239397272281,68.2
P0211,Zone_C,2365.06,0.14392604695168412,0.33440117898874866,0.11938101133819679,0.08931830204492884,42.74
P0212,Zone_C,2010.62,0.019654122289898962,0.3945723153189238,0.32784283788581825,0.1274469648022748,42.92
P0213,Zone_A,2277.85,0.017987660961175603,0.5299405869302329,0.8157453806261209,0.12251138299060922,66.79
P0214,Zone_C,2688.65,0.049506190457048016,0.16136735838838312,0.5973123783307118,0.26785350854771356,59.39
P0215,Zone_C,2878.49,0.04663879572302684,0.5719958782835928,0.3936355202774421,0.2181757485522245,74.29
P0216,Zone_A,2038.92,0.044577031870079976,0.8054323292999863,0.4734356593750214,0.2491703492978431,62.68
P0217,Zone_D,2934.8,0.13687564127294513,0.760160929790159,0.8545473932021803,0.11261697469812475,99.39
P0218,Zone_A,3177.82,0.044936467978930854,0.15389990469377368,0.34000438605989214,0.20621852490174974,58.38
P0219,Zone_D,2706.72,0.04807296165800834,0.1492494697414739,0.8696496848121713,0.1929364957859372,66.48
P0220,Zone_C,3438.4,0.11631575673851491,0.2681743677449133,0.08813443097669149,0.2582075941970678,61.48
P0221,Zone_C,2113.11,0.07296357794307559,0.3610747263410372,0.7767984372086307,0.2765217651203151,58.33
P0222,Zone_C,1877.67,0.11873947797372535,0.4084555814084826,0.8475476330547363,0.053039192869346705,51.83
P0223,Zone_B,1610.64,0.019151262059013935,0.6796972168333453,0.18181765283733875,0.21850497976469818,40.08
P0224,Zone_D,3248.02,0.07825996711427378,0.056680432165835404,0.43034653237220044,0.06295894977993226,54.85
P0225,Zone_B,2827.18,0.014705904025659567,0.034672704226066386,0.16549977466365562,0.18721466626933897,39.86
P0226,Zone_B,2472.21,0.018771448483749634,0.391910562943909,0.7066041289942178,0.12190818226091955,63.78
P0227,Zone_A,2639.98,0.13690124346821753,0.6971636921379805,0.5353477680616567,0.1266941498805353,76.93
P0228,Zone_B,1937.26,0.02949435195646332,0.19343534295648257,0.635323346708321,0.13823962586308913,42.51
P0229,Zone_A,3722.88,0.08453889551853039,0.6415044812562517,0.19648696695621115,0.20532311226240252,91.59
P0230,Zone_A,2564.61,0.06755338436409891,0.25982813794029946,0.21174586205241952,0.1335124914171923,46.26
P0231,Zone_B,2554.7,0.05862806567623797,0.8860861088135163,0.04149732550990637,0.2331747626475701,68.4
P0232,Zone_D,2862.88,0.13597666839621814,0.8956899442666165,0.3220675351957297,0.15113184639346744,85.74
P0233,Zone_D,2740.5,0.013055275548568529,0.2972872042813265,0.559744661333675,0.06708830007748966,60.46
P0234,Zone_D,2611.94,0.10293055606458246,0.2299937539632405,0.8579349139973288,0.2459399606210268,68.84
P0235,Zone_D,2104.76,0.14487522078989706,0.41130397206623126,0.6669274474586807,0.1214395811481765,55.01
P0236,Zone_D,2735.73,0.08842354568465786,0.24053158518014872,0.43539632339975143,0.15819171989981567,56.61
P0237,Zone_B,3441.01,0.14115514468463286,0.6723838432917036,0.9531201143941378,0.2213609708054754,118.82
P0238,Zone_B,3172.71,0.017316103100043327,0.8260646845482855,0.7192452005758319,0.13311403928717802,104.64
P0239,Zone_C,3296.59,0.06863106467038259,0.673092130911217,0.93016520286255,0.06414641403667891,107.86
P0240,Zone_D,2244.39,0.04642209073468716,0.8243504472493495,0.5275879732721657,0.1434802617532034,69.25
P0241,Zone_B,2005.2,0.11231493509730216,0.39699216220747413,0.2589042747931396,0.28611214567357585,44.51
P0242,Zone_C,2437.11,0.14738159266961454,0.15631697070886086,0.052826686364721986,0.21043359932463956,37.55
P0243,Zone_D,2527.86,0.04591420874219469,0.7379509473975921,0.7260848514838505,0.21786978716680172,82.02
P0244,Zone_A,3047.1,0.10158444420637042,0.3604745051415539,0.12130299800553412,0.20807053840940998,58.79
P0245,Zone_C,1653.77,0.037733668586363615,0.6712708252291325,0.3027751282719672,0.0997480347398592,41.88
P0246,Zone_B,3264.78,0.08914623564002537,0.27064394198176567,0.5324709078838974,0.15458346602557005,72.85
P0247,Zone_A,2421.0,0.07495054813636706,0.08122963480667267,0.5644165877797477,0.23773494959082958,49.08
P0248,Zone_A,2286.56,0.14608074614841518,0.9925817954877634,0.600583196987136,0.07534322438828979,78.37
P0249,Zone_A,1993.95,0.0951938181775053,0.15620150793059928,0.16625533034970064,0.11946319402242807,31.57
P0250,Zone_C,1672.57,0.05893089209215463,0.988420993963481,0.37973740482164875,0.1190797771164634,52.79
P0251,Zone_B,2911.59,0.02597340988431067,0.9772799325664473,0.6171942271169667,0.15800473189862652,100.19
P0252,Zone_A,2536.66,0.031174556022890834,0.7938181039080396,0.9698188646337847,0.29509218523554626,93.41
P0253,Zone_D,1855.02,0.04154437019317291,0.6594229620819976,0.7276311376996887,0.06687563667095549,55.62
